53 -20 -3 
52 -20 -4 
52 -19 -7 
53 -18 -7 
56 -16 -6 
56 -16 -5 
56 -17 -2 
56 -18 -2 
53 -20 -3 
54 -21 -3 
53 -21 -4 
52 -20 -4 
53 -21 -4 
53 -20 -7 
52 -19 -7 
53 -20 -7 
54 -19 -8 
53 -18 -7 
54 -19 -8 
57 -17 -7 
56 -16 -6 
57 -17 -7 
57 -17 -6 
56 -16 -5 
57 -17 -6 
57 -18 -3 
56 -17 -2 
57 -18 -3 
56 -19 -2 
56 -18 -2 
56 -19 -2 
54 -21 -3 
53 -20 -3 
